Gene,PeakRatio,PeakCall,5_UTR,uORF,Structure,InitH,InitC,Length,Intron,5Speed,AvSpeed,minSpeed,tAI,3_UTR,poly_P,poly_KR
YDR454C,0.3055555555555556,False,38,0,0.5832852941176471,0.0,0.21106,187,0,0.2937,0.1856919786096257,0.2762,0.26910740674684097,78,2,3
YDR456W,0.3333333333333333,True,59,0,0.3291686075949367,11.563537499999997,0.0716,633,0,0.3153,0.2520350710900474,0.44250000000000006,0.2378900388511746,73,2,2
YDR457W,1.7083333333333333,False,135,0,0.0,22.08538285714286,0.022680000000000002,3268,0,0.266,0.25357980416156667,0.54523,0.23437431057607272,73,2,3
YDR458C,0.0,False,31,0,0.0,159.17465,0.04143,663,0,0.17605999999999997,0.26018974358974356,0.45525000000000004,0.2368760701019694,179,2,7
YDR459C,0.2,False,76,1,0.12095335276967932,,0.027630000000000002,374,0,0.2641,0.27652032085561495,0.41744999999999993,0.21273039312110387,171,2,4
YDR460W,0.6875,False,118,0,0.0,39.205014000000006,0.10887999999999999,321,0,0.2622,0.24771526479750783,0.45793,0.2650203118229665,145,1,3
YDR461C-A,0.14285714285714285,False,188,1,0.020246913580246922,,,80,0,0.2264,0.25119,0.34195000000000003,0.2424835960608754,142,2,1
YDR461W,0.10631741140215717,False,107,0,0.0,18.631783365384617,0.9353299999999999,36,0,0.15170000000000003,0.14594444444444446,0.0,0.3254824994144746,147,1,2
YDR462W,0.8333333333333334,True,54,0,0.058679867986798695,542.2407750000001,0.14267,147,0,0.22549999999999998,0.2924326530612245,0.4136,0.300155698675786,124,2,2
YDR463W,1.0,False,16,0,0.24705439093484421,57.76258333333334,0.10037,519,0,0.38389999999999996,0.28375915221579967,0.54435,0.24445594289832312,189,2,5
YDR464W,0.38461538461538464,False,60,0,0.0,2.96703,0.04635,1435,0,0.2495,0.25030522648083625,0.5117499999999999,0.2768612783829101,354,2,7
YDR465C,0.25,False,135,0,0.355337323943662,13.174611428571428,0.08498,412,0,0.2484,0.2315383495145631,0.3757599999999999,0.24621583415766818,136,1,2
YDR466W,2.0,True,97,1,0.0,,0.06732,898,0,0.22549999999999998,0.2865690423162584,0.6304000000000001,0.22379490687218645,41,3,4
YDR468C,0.5,True,147,0,0.0,0.0,0.07182999999999999,224,0,0.1406,0.22451517857142855,0.37455,0.2634287608084612,53,1,2
YDR469W,0.3333333333333333,False,23,0,0.11540322580645163,6.094528,0.16275,175,0,0.2939,0.2637634285714286,0.41934999999999995,0.2117031572505043,69,1,2
YDR470C,0.75,False,0,0,0.0,,0.07658999999999999,502,0,0.19129999999999997,0.24917928286852595,0.4414300000000001,0.25622040044085553,0,1,4
YDR471W,0.38509316770186336,False,22,0,0.32204200000000005,0.0,0.15578,136,1,0.14550000000000002,0.1598191176470588,0.24115000000000003,0.3445975383285878,119,1,2
YDR472W,3.05,True,383,0,0.0848933823529412,6.50727,0.09271,283,0,0.22705999999999998,0.2604734982332156,0.42000000000000004,0.24855465012134478,125,1,3
YDR473C,1.25,True,66,0,0.0,0.8085824999999999,0.060770000000000005,469,0,0.20215999999999998,0.2547872068230277,0.41795,0.2493477186455001,150,2,4
YDR475C,0.45454545454545453,False,73,0,0.0,,0.25217,876,0,0.29660000000000003,0.28443470319634706,0.49695,0.2408305647676258,88,3,5
YDR476C,0.3181818181818182,False,210,0,0.3656643518518518,18.0796625,0.05089,224,0,0.3598,0.32013928571428574,0.5119,0.2422914369269833,181,2,3
YDR477W,0.25,False,281,0,0.2406258205689278,57.200097142857146,0.07957,633,0,0.2584,0.23457630331753554,0.36702999999999997,0.25023918845399246,132,2,2
YDR478W,0.16666666666666666,False,15,0,0.0,2.68018,0.11613,198,0,0.269,0.25254747474747474,0.35862999999999995,0.2184038687955455,67,1,4
YDR479C,0.0,False,58,0,0.0,112.87844000000001,0.038439999999999995,554,0,0.3235,0.3003119133574007,0.48170000000000013,0.22451830696954087,0,2,3
YDR480W,1.0,True,282,1,0.0,47.65475,0.07873,323,0,0.2788,0.27139195046439635,0.44480000000000003,0.24895742392767325,326,2,4
YDR481C,0.9090909090909091,False,55,0,0.5473989927252378,296.89796499999994,0.10637,566,0,0.3147,0.2672939929328622,0.4433999999999999,0.24040188101409876,86,1,4
YDR482C,0.06666666666666667,False,111,1,0.04363517441860466,391.05099666666666,0.13273,135,0,0.5905999999999999,0.3796785185185185,0.5605499999999999,0.269331704346373,169,1,3
YDR483W,2.5,False,67,1,0.3050928476821192,709.5314981818182,0.16775,442,0,0.41845999999999994,0.20227330316742081,0.35788000000000003,0.2654904886272963,114,2,2
YDR484W,0.42857142857142855,False,0,0,0.0,137.99421333333333,0.03926,641,0,0.43550000000000005,0.26549890795631825,0.4487500000000001,0.23874458730248785,96,2,3
YDR485C,0.11363636363636363,False,27,0,0.0,0.37524666666666673,0.07959,795,0,0.19180000000000003,0.276617106918239,0.5878500000000001,0.2649532360728952,234,2,5
YDR486C,0.4,True,134,0,0.19477434679334918,7.902147499999999,0.10022,229,0,0.20579999999999998,0.2887065502183406,0.56225,0.28846406838406513,124,2,3
YDR487C,0.23976608187134502,True,64,0,0.43715052356020945,209.97191,0.11997000000000001,208,0,0.21209999999999996,0.22405288461538467,0.34754999999999997,0.25490060503797146,134,1,2
YDR488C,0.14285714285714285,False,0,0,0.0,79.65096,0.03329,533,0,0.22010000000000002,0.2979744840525328,0.5511999999999999,0.2583577457024315,824,2,3
YDR489W,0.0,False,13,0,0.12374350282485877,,0.08694,294,0,0.251,0.25876734693877546,0.46160000000000007,0.2616764694355496,0,2,2
YDR490C,2.6666666666666665,False,96,0,0.0,214.34238,0.041530000000000004,766,0,0.2934,0.2820177545691906,0.5154299999999999,0.2442586997662678,531,2,4
YDR492W,0.0,False,179,0,0.26138396624472576,47.80337571428572,0.12134,316,0,0.11438,0.24300632911392406,0.37285,0.24465293661711746,78,1,3
YDR493W,0.4166666666666667,False,150,0,-0.009803571428571425,1.55147,0.21361,123,0,0.23576000000000003,0.26502926829268286,0.41665,0.28432611598293367,103,2,2
YDR494W,0.23684210526315788,False,56,0,0.0,,0.09608,361,0,0.18446,0.27588254847645427,0.5038300000000001,0.25076763086942366,74,1,4
YDR495C,1.0,False,0,0,0.0,81.42302666666669,0.02673,1011,0,0.2109,0.2602209693372898,0.47705000000000003,0.22818902047337916,0,1,3
YDR496C,0.8490566037735849,False,38,0,0.21184394749635393,8.11998,0.13857,656,0,0.28040000000000004,0.20389695121951218,0.34165,0.2804699265520697,48,2,2
YDR497C,0.2,False,76,0,0.6931002087682673,22.66903294117647,0.07463,584,0,0.48319999999999996,0.24550787671232877,0.44982999999999995,0.24089989152154856,85,1,4
YDR498C,1.0625,True,32,0,0.19184747145187603,104.73375000000001,0.06412999999999999,383,0,0.3231,0.2690407310704961,0.4747,0.24999334324327357,176,1,3
YDR499W,0.75,False,46,0,0.0,591.4914133333334,0.03476,747,0,0.15806,0.2733697456492637,0.5553,0.2386123141556394,116,2,4
YDR500C,0.1111111111111111,False,42,0,0.3869853801169591,0.0,0.27565,88,1,0.25620000000000004,0.13802045454545456,0.19910000000000003,0.2594094877505821,67,1,3
YDR501W,0.0,False,0,0,0.0,,0.06275,521,0,0.4417,0.2813861804222649,0.44334999999999997,0.2561676732080612,1461,2,3
YDR502C,0.1721311475409836,False,47,0,0.37007133058984915,8.984064374999999,0.20755,384,0,0.15059999999999998,0.1630541666666667,0.23135999999999995,0.27607815089101917,271,1,2
YDR503C,0.11538461538461539,False,23,0,0.11815805168986085,0.904365,0.08123,274,0,0.1699,0.27917226277372265,0.49304999999999993,0.22906792637811468,158,1,2
YDR504C,0.5,False,0,0,0.0,4.95198,0.62388,127,0,0.31829999999999997,0.2180062992125984,0.3072500000000001,0.19658497728789728,206,1,3
YDR505C,3.2222222222222223,False,0,0,0.0,48.190220000000004,0.057929999999999995,841,0,0.34530000000000005,0.244763614744352,0.40569999999999995,0.23806323497691093,0,2,3
YDR506C,0.0,False,0,0,0.0,171.554625,0.04873,608,0,0.3856,0.24349967105263157,0.40919999999999995,0.23906580051136048,3,1,3
YDR507C,0.8947368421052632,False,109,0,0.0,1.6241657142857144,0.08449,1142,0,0.2556,0.2487112084063047,0.4335,0.2537838447527107,157,2,5
YDR508C,0.11764705882352941,False,130,1,0.495722288898414,7.220526923076923,0.10353,663,0,0.22196000000000002,0.22059607843137255,0.42234999999999995,0.22259491850050178,211,1,2
YDR510W,0.33840304182509506,True,69,0,0.3552834645669291,286.4779965517242,0.15888,101,0,0.31710000000000005,0.23712871287128712,0.32073,0.33880554833371995,133,1,2
YDR511W,0.0,False,5,0,0.06812627291242362,7.017013333333335,0.20640999999999998,133,0,0.4321,0.3015954887218045,0.4926799999999999,0.24757326500305604,84,2,2
YDR512C,1.2,False,0,0,-0.018862876254180597,2.6453789999999997,0.06018,187,0,0.4077,0.2812951871657754,0.35429999999999995,0.22249584792825858,34,1,3
YDR513W,0.0,False,22,0,0.1582827715355805,0.0,0.1641,143,0,0.31179999999999997,0.23879860139860137,0.36560000000000004,0.3211255905053596,102,1,2
YDR514C,0.16666666666666666,False,62,0,0.0,5.198549999999999,0.06404,483,0,0.21880000000000002,0.2507171842650104,0.4527,0.22633777245253386,71,1,3
YDR515W,0.5,True,218,0,0.0,159.567525,0.08851,447,0,0.4669999999999999,0.2470791946308725,0.49119999999999997,0.23779815028428827,97,1,3
YDR516C,0.6326530612244898,False,98,0,0.2538624557260921,126.06071111111109,0.13341,500,0,0.20660000000000003,0.2370388,0.4417000000000001,0.2632333984018739,93,1,2
YDR517W,0.9032258064516129,True,145,1,0.3811305616338439,35.668457,0.08503,372,0,0.41586000000000006,0.3069532258064516,0.6411499999999999,0.25941614149684245,107,3,3
YDR518W,0.0,False,77,0,0.2889759852216749,,0.12766,517,0,0.22255999999999995,0.23565996131528047,0.43135,0.26547085017727484,51,1,2
YDR519W,0.0625,True,47,0,0.0592302052785924,0.0,0.27313000000000004,135,0,0.18680000000000002,0.22354814814814816,0.3825799999999999,0.2318910343462282,227,2,3
YDR520C,1.0,False,88,0,0.0,113.64804666666667,0.029910000000000003,772,0,0.43260000000000004,0.2526730569948187,0.44300000000000006,0.20906938251721877,156,2,5
YDR522C,0.0,False,0,0,0.0,1.7819999999999998,0.14661,502,0,0.18450000000000003,0.23137450199203188,0.35503,0.24966523419639972,0,1,2
YDR523C,0.0,False,184,0,0.0,3.00861,0.052629999999999996,490,0,0.3557,0.25898244897959183,0.39418000000000003,0.25158238866045296,0,2,3
YDR524C,0.8947368421052632,False,57,1,0.0,1.9847024999999998,,482,0,0.1372,0.24143568464730294,0.45183000000000006,0.2225167887054632,271,2,2
YDR524C-B,0.14188638216906768,False,45,0,0.9405706371191137,,,66,0,0.13099999999999998,0.12616666666666668,0.13040000000000002,0.2586820125293718,136,0,1
YDR524W-C,1.0,False,126,1,0.0,,,29,0,0.25986000000000004,0.2381103448275862,0.0,0.1484039730909808,46,1,2
YDR525W-A,0.7083333333333334,False,76,0,0.028023853211009187,,,79,0,0.15489999999999998,0.2890582278481013,0.42045000000000005,0.18745393201753188,229,2,2
YDR527W,0.012048192771084338,False,81,0,0.0,17.369157142857144,0.08482999999999999,439,0,0.2747,0.23162277904328019,0.43165,0.27937807873670645,122,2,3
YDR528W,1.0,False,20,0,0.0,12.949582499999998,0.043089999999999996,423,0,0.3847,0.2850595744680851,0.4364,0.2508147807674759,106,4,2
YDR529C,0.5454545454545454,False,46,0,0.08315666666666668,0.0,0.13423,127,0,0.24946000000000002,0.2763039370078741,0.4095,0.307878060656764,170,1,2
YDR530C,0.0,False,32,0,0.16802314814814817,71.62487999999999,0.11671,325,0,0.25739999999999996,0.28174276923076924,0.46754999999999997,0.23739802658560077,70,2,2
YDR531W,0.9090909090909091,False,52,1,0.11960406504065041,2.0657492307692307,0.06146,367,0,0.2178,0.24380217983651228,0.38384999999999997,0.22756155400853137,83,1,2
YDR532C,0.4666666666666667,False,47,0,0.0,5.050866666666666,0.19107000000000002,385,0,0.2568,0.268358961038961,0.4124,0.24711471189500273,17,1,2
YDR533C,0.0,False,58,0,0.07712545676004873,0.0,0.18919,237,0,0.3013,0.20485991561181435,0.31764999999999993,0.23747610575428776,49,1,2
YDR534C,0.0,False,99,0,0.0,,0.02905,528,0,0.2226,0.23358939393939396,0.40175,0.31258501321707294,0,1,1
YDR536W,0.0,False,321,0,0.0,,0.15625,569,0,0.256,0.22928717047451672,0.37582999999999994,0.24660920512193563,0,2,3
YDR538W,0.8333333333333334,False,0,0,0.10114361702127662,62.76804000000001,0.07405,242,0,0.33472,0.2681297520661157,0.45915,0.23925722328874877,211,2,2
YDR539W,0.6,False,94,0,0.19652716417910449,29.996019999999994,0.08237,503,0,0.21610000000000001,0.26428906560636184,0.47935,0.22920680780400265,69,2,2
YDR540C,0.0,False,120,0,0.0,55.83708333333334,0.13405999999999998,179,0,0.15656,0.2268368715083799,0.33433,0.2899053170191674,274,1,4
YDR541C,0.0,False,238,1,0.15788327137546468,,0.03771,344,0,0.1862,0.22974302325581394,0.3289000000000001,0.23388092320619036,72,1,2
YDR542W,0.0,False,0,0,0.0,,0.33973000000000003,120,0,0.19160000000000005,0.15395333333333336,0.1921,0.31682104060975685,0,1,1
YDR545W,0.0,False,0,0,0.0,,,1796,0,0.15739999999999998,0.2821806236080178,0.5086999999999999,0.23645064649196498,0,2,3
YEL001C,0.4166666666666667,False,222,0,0.5269655172413793,12.554407894736842,0.13802,225,0,0.20739999999999997,0.22759644444444446,0.34429999999999994,0.2415561353017847,80,2,2
YEL002C,0.6666666666666666,False,53,0,0.35765507839127475,8.2023975,0.10121000000000001,430,0,0.17769999999999997,0.2240539534883721,0.36865000000000003,0.24433777458551123,121,1,2
YEL003W,0.35294117647058826,False,29,0,0.16618221258134494,0.0,0.30245,111,1,0.202,0.19644684684684682,0.28905000000000003,0.2718333200312789,125,1,2
YEL004W,0.5,False,164,0,0.0,,0.08899,342,0,0.2953,0.2794397660818713,0.4598000000000001,0.19450100830796288,60,1,2
YEL005C,0.3333333333333333,False,80,0,0.0,,0.10405999999999999,282,0,0.31849999999999995,0.2770304964539007,0.3912,0.2279626089507759,72,2,2
YEL006W,0.7142857142857143,False,23,0,0.16885355648535566,158.153725,,335,0,0.1877,0.27377910447761195,0.5212,0.20823376063511848,183,1,2
YEL007W,0.989010989010989,False,234,0,0.4532021008403362,173.60106545454545,0.0461,666,0,0.2791,0.26820990990990995,0.48629999999999995,0.2149730707205165,145,2,2
YEL009C,0.5,False,598,1,0.736859637340497,41.002943661971834,,281,0,0.2878,0.24442918149466195,0.4178,0.29709031853172396,72,1,2
YEL011W,0.0,False,32,0,0.0,1.8354599999999999,0.0275,704,0,0.16240000000000002,0.2408369318181818,0.4808300000000001,0.23075590682054706,70,1,2
YEL012W,1.2857142857142858,True,95,0,0.0,13.928971666666667,0.15509,218,1,0.26046,0.25911284403669727,0.42225,0.22485322307211952,107,1,3
YEL013W,2.5272727272727273,True,0,0,0.31932354634427174,34.33523636363636,0.08722,578,0,0.22210000000000002,0.23271349480968856,0.46615,0.2529527298170212,67,1,3
YEL015W,0.1702127659574468,False,33,0,0.2592276657060519,31.71900285714286,0.06853,551,0,0.3034,0.26022431941923774,0.44820000000000004,0.2625223801110761,56,1,3
YEL016C,1.5,False,205,1,0.1644564459930314,,0.028260000000000004,493,0,0.37179999999999996,0.26296916835699796,0.43620000000000003,0.22966426712335739,75,2,2
YEL017C-A,0.44274809160305345,False,68,0,0.3957866995073892,0.0,,43,0,0.17440000000000003,0.13112558139534886,0.0,0.2602015280855988,447,1,2
YEL017W,0.4,False,128,0,0.2943179237631792,16.32362666666667,0.07774,337,0,0.2028,0.2839887240356084,0.51468,0.2368882163974779,91,1,2
YEL018W,0.2,True,4,0,0.0,11.223931666666665,0.12483,279,0,0.3972,0.2616243727598566,0.3623,0.2530310586431579,84,1,2
YEL019C,0.25,False,0,0,0.0,17.951552000000003,0.108,267,0,0.33540000000000003,0.27361423220973785,0.4961000000000001,0.24411400614056572,53,1,2
YEL020C,0.0,False,0,0,0.11309744503862151,3.060585,0.04483,560,0,0.1601,0.2661207142857143,0.41640000000000005,0.23778130736171224,93,2,3
YEL020W-A,0.6506024096385542,True,64,0,0.08024934383202104,,,87,0,0.1507,0.21704137931034484,0.2875,0.3514193061529637,117,0,1
YEL021W,0.0,False,20,0,0.14323258706467665,64.50444,0.13826,267,0,0.2733,0.22584269662921347,0.32747999999999994,0.274257812535193,0,1,2
YEL022W,1.0,False,617,0,0.0,264.9681825,0.08455,1459,0,0.3003,0.24948279643591503,0.5054000000000001,0.25670082766641095,79,2,3
YEL023C,0.0,False,20,0,0.0,,0.03427,682,0,0.1767,0.2505434017595308,0.4552999999999999,0.22313135445710658,0,1,3
YEL024W,0.6914893617021277,False,177,0,0.2890032467532468,0.8945639999999999,0.17728,215,0,0.25056,0.19941488372093025,0.30644999999999994,0.24185673659998494,407,1,2
YEL025C,0.0,False,763,0,0.08640468140442133,8.076024,0.017269999999999997,1188,0,0.16655999999999999,0.2666060606060606,0.5738000000000001,0.21252453599194834,241,2,3
YEL026W,1.796116504854369,True,105,0,0.3985143369175627,6.893260000000001,0.19254000000000002,126,0,0.1638,0.14951111111111112,0.21460000000000007,0.35581205608399596,72,1,2
YEL027W,0.3712574850299401,True,63,0,0.5751472081218274,0.9092973214285713,0.18008,160,0,0.29769999999999996,0.17213625000000002,0.26314999999999994,0.22474993288181042,248,1,1
YEL029C,1.4166666666666667,False,66,0,0.1090036563071298,,0.06727000000000001,312,0,0.46740000000000004,0.25240961538461537,0.39790000000000003,0.22877000541984732,89,1,2
YEL030W,0.0,False,25,0,0.0,1.81764,0.08392000000000001,644,0,0.24,0.2220832298136646,0.37525000000000003,0.2732647786747105,164,2,2
YEL031W,0.375,False,21,0,0.533163953179037,0.0,0.113,1215,0,0.37320000000000003,0.21110090534979428,0.4803,0.26428463436726873,90,4,3
YEL032W,0.6111111111111112,False,53,0,0.29283467352846576,924.94935,0.08094,971,0,0.2395,0.24992790937178166,0.49144999999999994,0.25309604981632344,140,2,3
YEL033W,1.2307692307692308,False,0,0,0.0,,0.14534,139,0,0.1803,0.30459424460431656,0.4107,0.19359017039326618,0,2,8
YEL034W,0.42586750788643535,False,53,0,0.4151673881673882,0.0,0.30676,157,0,0.12389999999999998,0.12535923566878984,0.13999999999999999,0.3248891327267175,219,1,2
YEL035C,23.5,False,0,0,0.0,,0.10430999999999999,166,0,0.26456,0.31130361445783133,0.50125,0.19159156150449227,0,1,2
YEL036C,2.0,False,122,1,0.40016527942925095,0.999108,0.13096,500,0,0.37666,0.2824488,0.66975,0.2755474854276956,57,1,3
YEL037C,0.1864406779661017,True,175,0,0.42428619302949067,0.0,0.11984000000000002,398,0,0.1541,0.24027839195979897,0.43783000000000005,0.26998988155602965,144,2,2
YEL038W,0.15789473684210525,False,26,0,0.2903699346405229,0.883575,0.06595,227,0,0.32430000000000003,0.28574889867841413,0.42774999999999996,0.2767141137260795,55,1,5
YEL039C,0.25,False,91,0,0.0,4.038375,0.40521999999999997,113,0,0.1739,0.23155044247787615,0.40415,0.22884699931938096,82,1,2
YEL040W,0.0,False,134,0,0.9044415474642393,52.216793461538465,0.12165,467,0,0.2116,0.21799743040685224,0.4585800000000001,0.204309057551875,96,2,2
YEL041W,0.0,False,267,0,0.0,4.990608,0.05432000000000001,495,0,0.13896000000000003,0.28305131313131315,0.5028,0.23269014000784094,0,2,2
YEL042W,3.0,False,150,0,0.4433386240520043,1799.1522774999999,0.14126,518,0,0.24045999999999998,0.21774015444015443,0.34234999999999993,0.24669552402357656,173,2,2
YEL043W,0.5,False,8,0,0.24877001356852105,20.579265714285714,0.02744,956,0,0.2974,0.2788861924686193,0.48805,0.24909187196155125,69,2,2
YEL044W,0.11538461538461539,False,102,1,0.12972977099236643,0.0,0.13605,166,0,0.24160000000000004,0.25491325301204815,0.38125,0.2698783409677857,52,2,2
YEL046C,0.4074074074074074,False,106,0,0.8556522569444446,12.177965172413796,0.15562,387,0,0.21550000000000002,0.20273488372093026,0.3068000000000001,0.28600108433127497,564,2,2
YEL047C,0.0,False,2,0,0.3513244857332449,24.829909999999995,0.17276,470,0,0.34750000000000003,0.20217957446808513,0.33975,0.2881189301190501,92,2,2
YEL048C,0.0,False,21,0,-0.14306498545101842,11.674095,0.08635,152,0,0.4385,0.2725013157894736,0.42749999999999994,0.232047962516705,556,1,2
YEL049W,0.0,False,0,0,0.0,,0.20615,120,0,0.1915,0.16312000000000001,0.19598000000000002,0.329664489168117,0,1,1
YEL050C,0.7727272727272727,False,64,0,0.08723564064801179,14.531937499999998,0.07581,393,0,0.36056,0.2298905852417303,0.44553000000000004,0.23667136199386843,130,1,5
YEL051W,0.6865671641791045,False,47,0,0.22309436008676792,4.0440917647058825,0.11857999999999999,256,0,0.24316,0.18507656249999999,0.2885,0.31176282483661794,109,1,3
YEL052W,0.5,False,88,0,0.2308796902918404,33.51542857142857,0.059879999999999996,509,0,0.20579999999999998,0.26651905697445977,0.4141500000000001,0.2264722826828279,61,2,3
YEL053C,0.4,False,113,0,0.0,2.952774,0.04462,733,0,0.28270000000000006,0.24243983628922236,0.43555,0.2421802102784356,66,2,2
YEL054C,0.40497076023391815,False,27,0,0.5515338935574229,0.0,0.14665,165,0,0.29960000000000003,0.1463648484848485,0.24165,0.3273479808175505,216,2,3
YEL055C,0.2558139534883721,False,28,0,0.0,80.33523374999999,0.07221,1022,0,0.20396,0.2401872798434442,0.40314999999999995,0.25001602104217163,49,2,5
YEL056W,0.0,False,191,0,0.14940466666666666,,0.10852,401,0,0.27830000000000005,0.26452219451371567,0.44945,0.22855768760746206,242,2,1
YEL057C,0.0,False,77,0,0.0,,0.19049000000000002,233,0,0.34159999999999996,0.2491296137339056,0.38382999999999995,0.24747911159367791,80,2,5
YEL058W,0.022099447513812154,False,66,0,0.5620061728395062,62.71628235294117,0.08474,557,0,0.1758,0.2530488330341113,0.5277999999999998,0.25531121268332657,76,1,3
YEL059C-A,0.0,False,126,1,-0.015876543209876533,0.536382,,74,0,0.2454,0.2957162162162162,0.37049999999999994,0.23260152726696434,85,2,2
YEL060C,0.1,False,256,0,0.1857679324894515,446.95145444444444,0.12287000000000001,635,0,0.3173,0.2002179527559055,0.37685,0.2743116354533398,206,1,4
YEL061C,2.0416666666666665,False,18,0,0.0,6.9315,0.01644,1000,0,0.1331,0.2475684,0.4645499999999999,0.24380879744257442,248,1,3
YEL062W,0.0,False,330,0,0.0,33.17237,0.04494,615,0,0.3335,0.264929756097561,0.39269999999999994,0.22966702295552743,125,2,3
YEL063C,0.5454545454545454,False,156,0,0.30946259541984733,147.296075,0.02341,590,0,0.2683,0.21119966101694915,0.33863,0.25500627678104254,154,1,2
YEL064C,0.0,False,40,1,0.0,,0.05885,480,0,0.22719999999999999,0.2640991666666667,0.5018799999999999,0.21664955400844016,111,2,3
YEL065W,0.0,False,132,1,0.3615657769304099,1.1831207142857143,0.12941,628,0,0.3391,0.2321716560509554,0.5255500000000001,0.23344264015180613,79,1,2
YEL066W,0.0,False,0,0,0.16656616415410386,360.76651,0.11673,179,0,0.231,0.2616860335195531,0.45702999999999994,0.2749090526650594,57,2,2
YEL067C,0.0,False,0,0,0.0,3.7176975,0.09208,195,0,0.29,0.3105271794871795,0.45997999999999994,0.2123602186876346,0,3,2
YEL068C,0.0,False,127,0,0.0,1.186515,0.21311999999999998,110,0,0.1956,0.23578909090909095,0.32865000000000005,0.221913681363167,141,2,2
YEL069C,0.0,False,0,0,0.0,,0.02792,564,0,0.15889999999999999,0.2408677304964539,0.43892999999999993,0.2087072597362957,0,2,3
YEL070W,0.0,True,0,0,0.0,1.60335,0.06435,502,0,0.27,0.2217219123505976,0.3237,0.28169216230347655,0,2,2
YEL071W,0.23076923076923078,False,188,0,0.3609725776965265,87.15414947368421,0.13904,496,0,0.38749999999999996,0.22964475806451615,0.37638,0.23819554076621757,100,1,2
YEL072W,1.0,False,126,1,0.0,,0.061739999999999996,231,0,0.3334,0.2723714285714286,0.45115000000000005,0.2096264716120364,171,1,2
YEL073C,0.0,False,95,0,0.0,3.3434774999999997,0.27276999999999996,107,0,0.2319,0.2947158878504673,0.44959999999999994,0.2149220686228824,0,1,1
YEL075C,0.0,False,0,0,0.0,,0.32400999999999996,122,0,0.15739999999999998,0.27179999999999993,0.4547,0.27921410836021654,0,1,3
YEL076C,0.0,False,0,0,0.0,,0.052039999999999996,216,0,0.2474,0.2745685185185185,0.3832,0.2414959403579643,0,1,2
YEL076C-A,0.0,False,0,0,0.0,,,216,1,0.2474,0.29360833333333336,0.48435000000000006,0.23489319115003301,0,1,2
YEL077C,0.0,False,0,0,0.0,,0.00807,1277,0,0.2141,0.2769248238057948,0.47775,0.2374606566912358,0,2,3
YER001W,0.8,True,556,0,0.18029698291530352,6.079542857142859,0.13658,762,0,0.37455999999999995,0.23997217847769026,0.3880499999999999,0.22760737302450693,291,1,3
YER002W,0.20634920634920634,False,64,0,0.0,35.53215333333333,0.15687,231,0,0.12902,0.21695497835497835,0.4014499999999999,0.2987356854992614,94,1,4
YER003C,0.22857142857142856,False,29,0,0.37772225454545455,174.84313,0.15384,429,1,0.2355,0.21312400932400932,0.32469999999999993,0.2754782489904407,169,2,2
YER004W,0.03076923076923077,False,155,0,0.3447885531135531,0.8307264705882352,0.09168,231,0,0.26260000000000006,0.25668484848484846,0.44155,0.2863010371101091,241,1,2
YER005W,0.2,False,91,0,0.13050403225806456,12.47652,0.05395,630,0,0.33869999999999995,0.25743301587301587,0.55595,0.2092005939164276,91,1,3
YER006W,0.5230769230769231,False,22,0,0.22966383495145637,3.82525125,0.1135,520,0,0.08274,0.21969769230769232,0.36069999999999997,0.27049583487013457,63,2,3
YER007C-A,0.2222222222222222,False,30,0,0.16754925775978408,23.45913111111111,,181,1,0.14206,0.23222541436464092,0.34743,0.26180233594739194,165,2,2
YER007W,1.5,False,195,1,0.0,283.87807,0.06109,518,0,0.26536000000000004,0.2528996138996139,0.39144999999999996,0.2166278515141767,224,1,2
YER008C,0.5,True,64,0,0.0,44.816250000000004,0.04897,1336,0,0.40650000000000003,0.2609696107784431,0.41918000000000005,0.2621467556335812,92,3,4
YER009W,0.17676767676767677,False,25,0,0.546896243291592,2.9346657352941175,0.17789000000000002,125,0,0.2626,0.2043856,0.28225,0.2868221222700269,165,1,1
YER010C,0.0,False,95,0,0.1031095890410959,33.478528571428576,0.06257,234,0,0.3954,0.3006470085470086,0.5639500000000001,0.22374943779730805,76,2,2
YER011W,0.2857142857142857,False,64,0,0.6754131979695434,58.814125074626865,0.22604000000000002,254,0,0.14409999999999998,0.1531204724409449,0.23395000000000002,0.3693482706114119,156,1,1
YER012W,0.8125,False,143,0,0.36830927835051547,2.700094722222222,0.12711,198,0,0.3343999999999999,0.2440747474747475,0.40275,0.26934195942816275,132,1,3
YER013W,0.29411764705882354,False,37,0,0.0,95.4986,0.031160000000000004,1145,0,0.48679999999999995,0.2692857641921398,0.5379,0.25390462881636633,77,3,4
YER014C-A,0.0,False,0,0,0.0,,,153,1,0.1515,0.24463660130718956,0.3419500000000001,0.2359654932380881,0,1,2
YER014W,0.3333333333333333,True,34,0,0.10133049403747871,41.23656,0.06269,539,0,0.19860000000000003,0.25073580705009274,0.5435500000000001,0.24863758740251526,107,2,3
YER015W,0.0,False,76,0,0.0,708.3562000000001,0.1038,744,0,0.2332,0.2463180107526882,0.41295000000000004,0.2397689397234659,253,2,4
YER016W,0.0,False,43,0,0.0,24.062832,0.07268,344,0,0.2351,0.25254360465116277,0.41434999999999994,0.2154510747238126,122,1,3
YER017C,2.0,True,86,0,0.19791993396615767,74.026818,0.06825,761,0,0.21509999999999999,0.2608948751642576,0.5378499999999999,0.23528626913827896,137,2,2
