#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID
588	YDL023C	chriv	-	411760	412081	411760	412081	1	411760,	412081,	YDL023C
588	YDL030W	chriv	+	397536	399129	397536	399129	1	397536,	399129,	PRP9
588	YDR027C	chriv	-	494648	497318	494648	497318	1	494648,	497318,	VPS54
588	YDL001W	chriv	+	447983	449276	447983	449276	1	447983,	449276,	RMD1
588	YDR020C	chriv	-	485745	486444	485745	486444	1	485745,	486444,	DAS2
588	YDL027C	chriv	-	403694	404957	403694	404957	1	403694,	404957,	YDL027C
588	YDR018C	chriv	-	482669	483860	482669	483860	1	482669,	483860,	YDR018C
588	YDL015C	chriv	-	426001	426934	426001	426934	1	426001,	426934,	TSC13
588	YDL008W	chriv	+	433496	433994	433496	433994	1	433496,	433994,	APC11
588	YDL022C-A	chriv	-	409807	410056	409807	410056	1	409807,	410056,	YDL022C-A
588	YDR023W	chriv	+	489507	490896	489507	490896	1	489507,	490896,	SES1
588	YDR033W	chriv	+	508146	509109	508146	509109	1	508146,	509109,	MRH1
588	YDR011W	chriv	+	465918	470424	465918	470424	1	465918,	470424,	SNQ2
588	YDR034W-B	chriv	+	521313	521469	521313	521469	1	521313,	521469,	YDR034W-B
588	YDR005C	chriv	-	456835	458103	456835	458103	2	456835,458097,	458017,458103,	MAF1
588	YDR003W-A	chriv	+	454781	454904	454781	454904	1	454781,	454904,	YDR003W-A
588	YDL007C-A	chriv	-	436566	436824	436566	436824	1	436566,	436824,	YDL007C-A
588	YDL022W	chriv	+	411824	413000	411824	413000	1	411824,	413000,	GPD1
588	YDL025W-A	chriv	+	405409	405514	405409	405514	1	405409,	405514,	YDL025W-A
588	YDL005C	chriv	-	441013	442309	441013	442309	1	441013,	442309,	MED2
588	YDR034C	chriv	-	509736	512109	509736	512109	1	509736,	512109,	LYS14
588	YDL012C	chriv	-	431107	431517	431107	431517	2	431107,431472,	431386,431517,	YDL012C
588	YDR012W	chriv	+	471852	472941	471852	472941	1	471852,	472941,	RPL4B
588	YDL029W	chriv	+	399339	400638	399339	400638	2	399339,399484,	399361,400638,	ARP2
588	YDR034C-D	chriv	-	514042	519356	514042	519356	2	514042,518063,	518062,519356,	YDR034C-D_CDS
588	YDR034C-A	chriv	-	520515	520692	520515	520692	1	520515,	520692,	YDR034C-A
588	YDR034C-C	chriv	-	518039	519356	518039	519356	1	518039,	519356,	YDR034C-C_CDS
588	YDR001C	chriv	-	450219	452475	450219	452475	1	450219,	452475,	NTH1
588	YDL028C	chriv	-	400996	403291	400996	403291	1	400996,	403291,	MPS1
588	YDR015C	chriv	-	477959	478199	477959	478199	1	477959,	478199,	YDR015C
589	YDR041W	chriv	+	539802	540414	539802	540414	1	539802,	540414,	RSM10
589	YDR039C	chriv	-	531306	534582	531306	534582	1	531306,	534582,	ENA2
589	YDR099W	chriv	+	652780	654428	653606	654428	1	653606,	654428,	BMH2
589	YDR083W	chriv	+	612072	613251	612072	613251	1	612072,	613251,	RRP8
589	YDR046C	chriv	-	548761	550576	548761	550576	1	548761,	550576,	BAP3
589	YDR090C	chriv	-	625065	625998	625065	625998	1	625065,	625998,	YDR090C
589	YDR063W	chriv	+	578662	579112	578662	579112	1	578662,	579112,	AIM7
589	YDR064W	chriv	+	579457	580452	579457	580452	2	579457,580017,	579478,580452,	RPS13
589	YDR048C	chriv	-	553083	553398	553083	553398	1	553083,	553398,	YDR048C
589	YDR052C	chriv	-	558510	560625	558510	560625	1	558510,	560625,	DBF4
589	YDR086C	chriv	-	616927	617170	616927	617170	1	616927,	617170,	SSS1
589	YDR094W	chriv	+	635839	636175	635839	636175	1	635839,	636175,	YDR094W
589	YDR045C	chriv	-	547977	548310	547977	548310	1	547977,	548310,	RPC11
589	YDR059C	chriv	-	569233	569770	569233	569770	2	569233,569723,	569633,569770,	UBC5
589	YDR089W	chriv	+	622111	624721	622111	624721	1	622111,	624721,	YDR089W
589	YDR077W	chriv	+	600792	601809	600792	601809	1	600792,	601809,	SED1
589	YDR067C	chriv	-	582790	583465	582790	583465	1	582790,	583465,	OCA6
589	YDR057W	chriv	+	565926	567555	565926	567555	1	565926,	567555,	YOS9
589	YDR068W	chriv	+	583712	584645	583712	584645	1	583712,	584645,	DOS2
589	YDR082W	chriv	+	610440	611925	610440	611925	1	610440,	611925,	STN1
589	YDR070C	chriv	-	588097	588379	588097	588379	1	588097,	588379,	FMP16
589	YDR053W	chriv	+	560248	560644	560248	560644	1	560248,	560644,	YDR053W
589	YDR091C	chriv	-	626707	628534	626707	628534	1	626707,	628534,	RLI1
589	YDR040C	chriv	-	535191	538467	535191	538467	1	535191,	538467,	ENA1
589	YDR062W	chriv	+	576473	578159	576473	578159	1	576473,	578159,	LCB2
589	YDR074W	chriv	+	593892	596583	593892	596583	1	593892,	596583,	TPS2
589	YDR073W	chriv	+	592438	592948	592438	592948	1	592438,	592948,	SNF11
589	YDR081C	chriv	-	607303	610081	607303	610081	1	607303,	610081,	PDC2
589	YDR092W	chriv	+	629875	630605	629875	630605	2	629875,630173,	629905,630605,	UBC13
589	YDR088C	chriv	-	618496	619645	618496	619645	1	618496,	619645,	SLU7
589	YDR044W	chriv	+	546641	547628	546641	547628	1	546641,	547628,	HEM13
589	YDR071C	chriv	-	588826	589402	588826	589402	1	588826,	589402,	PAA1
589	YDR079C-A	chriv	-	603592	603811	603592	603811	1	603592,	603811,	TFB5
589	YDR054C	chriv	-	561439	562327	561439	562327	1	561439,	562327,	CDC34
589	YDR066C	chriv	-	581907	582498	581907	582498	1	581907,	582498,	RTR2
589	YDR078C	chriv	-	602197	602869	602197	602869	1	602197,	602869,	SHU2
589	YDR096W	chriv	+	637138	639823	637138	639823	1	637138,	639823,	GIS1
589	YDR043C	chriv	-	542673	543369	542673	543369	1	542673,	543369,	NRG1
589	YDR061W	chriv	+	574163	575783	574163	575783	1	574163,	575783,	YDR061W
589	YDR075W	chriv	+	597155	598082	597155	598082	1	597155,	598082,	PPH3
589	YDR050C	chriv	-	555725	556472	555725	556472	1	555725,	556472,	TPI1
589	YDR085C	chriv	-	614287	616150	614287	616150	1	614287,	616150,	AFR1
589	YDR080W	chriv	+	604007	606986	604007	606986	1	604007,	606986,	VPS41
589	YDR093W	chriv	+	631281	636120	631281	636120	1	631281,	636120,	DNF2
589	YDR037W	chriv	+	525439	527215	525439	527215	1	525439,	527215,	KRS1
589	YDR047W	chriv	+	551859	552948	551859	552948	1	551859,	552948,	HEM12
589	YDR084C	chriv	-	613404	614004	613404	614004	1	613404,	614004,	TVP23
589	YDR065W	chriv	+	580686	581784	580686	581784	1	580686,	581784,	RRG1
589	YDR079W	chriv	+	603063	603399	603063	603399	1	603063,	603399,	PET100
589	YDR049W	chriv	+	553253	555152	553253	555152	1	553253,	555152,	VMS1
589	YDR055W	chriv	+	563526	564861	563526	564861	1	563526,	564861,	PST1
589	YDR038C	chriv	-	527421	530697	527421	530697	1	527421,	530697,	ENA5
589	YDR098C	chriv	-	644177	644930	644177	644930	1	644177,	644930,	GRX3
589	YDR095C	chriv	-	636116	636527	636116	636527	1	636116,	636527,	YDR095C
589	YDR087C	chriv	-	617469	618306	617469	618306	1	617469,	618306,	RRP1
589	YDR072C	chriv	-	589760	591344	589760	591344	1	589760,	591344,	IPT1
589	YDR098C-B	chriv	-	645857	651126	645857	651126	2	645857,649821,	649820,651126,	YDR098C-B_CDS
589	YDR098C-A	chriv	-	649803	651126	649803	651126	1	649803,	651126,	YDR098C-A_CDS
589	YDR051C	chriv	-	557055	558060	557055	558060	1	557055,	558060,	DET1
589	YDR069C	chriv	-	584938	587719	584938	587719	1	584938,	587719,	DOA4
589	YDR097C	chriv	-	640108	643837	640108	643837	1	640108,	643837,	MSH6
589	YDR042C	chriv	-	540600	541203	540600	541203	1	540600,	541203,	YDR042C
589	YDR058C	chriv	-	567722	568703	567722	568703	1	567722,	568703,	TGL2
589	YDR076W	chriv	+	598467	599688	598467	599688	1	598467,	599688,	RAD55
589	YDR056C	chriv	-	565022	565640	565022	565640	1	565022,	565640,	YDR056C
589	YDR060W	chriv	+	570648	573726	570648	573726	1	570648,	573726,	MAK21
590	YDR114C	chriv	-	681923	682226	681923	682226	1	681923,	682226,	YDR114C
590	YDR102C	chriv	-	657647	657980	657647	657980	1	657647,	657980,	YDR102C
590	YDR141C	chriv	-	734900	739997	734900	739997	1	734900,	739997,	DOP1
590	YDR120C	chriv	-	691548	693261	691548	693261	1	691548,	693261,	TRM1
590	YDR110W	chriv	+	676101	677802	676101	677802	1	676101,	677802,	FOB1
590	YDR151C	chriv	-	764177	765155	764177	765155	1	764177,	765155,	CTH1
590	YDR136C	chriv	-	727710	728283	727710	728283	1	727710,	728283,	VPS61
590	YDR145W	chriv	+	746737	748357	746737	748357	1	746737,	748357,	TAF12
590	YDR124W	chriv	+	700314	701289	700314	701289	1	700314,	701289,	YDR124W
590	YDR123C	chriv	-	698553	699468	698553	699468	1	698553,	699468,	INO2
590	YDR108W	chriv	+	671268	673365	671268	673365	1	671268,	673365,	TRS85
590	YDR109C	chriv	-	673519	675667	673519	675667	1	673519,	675667,	YDR109C
590	YDR117C	chriv	-	683945	685643	683945	685643	1	683945,	685643,	TMA64
590	YDR107C	chriv	-	669015	671034	669015	671034	1	669015,	671034,	TMN2
590	YDR142C	chriv	-	740472	741600	740472	741600	1	740472,	741600,	PEX7
590	YDR121W	chriv	+	693584	694175	693584	694175	1	693584,	694175,	DPB4
590	YDR135C	chriv	-	723003	727551	723003	727551	1	723003,	727551,	YCF1
590	YDR119W-A	chriv	+	691013	691214	691013	691214	1	691013,	691214,	COX26
590	YDR106W	chriv	+	667003	667858	667003	667858	1	667003,	667858,	ARP10
590	YDR155C	chriv	-	768511	769000	768511	769000	1	768511,	769000,	CPR1
590	YDR165W	chriv	+	784870	786205	784870	786205	1	784870,	786205,	TRM82
590	YDR149C	chriv	-	755554	756262	755554	756262	1	755554,	756262,	YDR149C
590	YDR128W	chriv	+	709548	712995	709548	712995	1	709548,	712995,	MTC5
590	YDR104C	chriv	-	661172	664910	661172	664910	1	661172,	664910,	SPO71
590	YDR125C	chriv	-	701396	702758	701396	702758	1	701396,	702758,	ECM18
590	YDR140W	chriv	+	734137	734803	734137	734803	1	734137,	734803,	MTQ2
590	YDR113C	chriv	-	680495	681617	680495	681617	1	680495,	681617,	PDS1
590	YDR103W	chriv	+	658349	661103	658349	661103	1	658349,	661103,	STE5
590	YDR160W	chriv	+	776162	778721	776162	778721	1	776162,	778721,	SSY1
590	YDR146C	chriv	-	748612	750742	748612	750742	1	748612,	750742,	SWI5
590	YDR131C	chriv	-	716789	718460	716789	718460	1	716789,	718460,	YDR131C
590	YDR150W	chriv	+	755627	763874	755627	763874	1	755627,	763874,	NUM1
590	YDR161W	chriv	+	779042	780206	779042	780206	1	779042,	780206,	YDR161W
590	YDR159W	chriv	+	771876	775782	771876	775782	1	771876,	775782,	SAC3
590	YDR116C	chriv	-	682723	683581	682723	683581	1	682723,	683581,	MRPL1
590	YDR162C	chriv	-	780389	781100	780389	781100	1	780389,	781100,	NBP2
590	YDR154C	chriv	-	768402	768753	768402	768753	1	768402,	768753,	YDR154C
590	YDR129C	chriv	-	713339	715379	713339	715379	2	713339,715358,	715247,715379,	SAC6
590	YDR111C	chriv	-	678240	679764	678240	679764	1	678240,	679764,	ALT2
590	YDR122W	chriv	+	694699	697894	694699	697894	1	694699,	697894,	KIN1
590	YDR112W	chriv	+	679543	679852	679543	679852	1	679543,	679852,	IRC2
590	YDR153C	chriv	-	766735	767971	766735	767971	1	766735,	767971,	ENT5
590	YDR126W	chriv	+	703233	704244	703233	704244	1	703233,	704244,	SWF1
590	YDR143C	chriv	-	742041	743874	742041	743874	1	742041,	743874,	SAN1
590	YDR134C	chriv	-	721070	721481	721070	721481	1	721070,	721481,	YDR134C_CDS
590	YDR139C	chriv	-	733617	733924	733617	733924	2	733617,733775,	733702,733924,	RUB1
590	YDR158W	chriv	+	770356	771454	770356	771454	1	770356,	771454,	HOM2
590	YDR119W	chriv	+	688226	690533	688226	690533	1	688226,	690533,	VBA4
590	YDR105C	chriv	-	665348	666770	665348	666770	1	665348,	666770,	TMS1
590	YDR118W-A	chriv	+	687767	687884	687767	687884	1	687767,	687884,	YDR118W-A
590	YDR147W	chriv	+	751630	753235	751630	753235	1	751630,	753235,	EKI1
590	YDR130C	chriv	-	715746	716622	715746	716622	1	715746,	716622,	FIN1
590	YDR157W	chriv	+	769930	770332	769930	770332	1	769930,	770332,	YDR157W
590	YDR132C	chriv	-	718815	720303	718815	720303	1	718815,	720303,	YDR132C
590	YDR115W	chriv	+	682174	682492	682174	682492	1	682174,	682492,	YDR115W
590	YDR101C	chriv	-	655685	657467	655685	657467	1	655685,	657467,	ARX1
590	YDR137W	chriv	+	728258	730250	728258	730250	1	728258,	730250,	RGP1
590	YDR144C	chriv	-	744310	746101	744310	746101	1	744310,	746101,	MKC7
590	YDR127W	chriv	+	704483	709250	704483	709250	1	704483,	709250,	ARO1
590	YDR152W	chriv	+	765705	766503	765705	766503	1	765705,	766503,	GIR2
590	YDR163W	chriv	+	781422	781950	781422	781950	1	781422,	781950,	CWC15
590	YDR118W	chriv	+	685881	687840	685881	687840	1	685881,	687840,	APC4
590	YDR164C	chriv	-	782040	784215	782040	784215	1	782040,	784215,	SEC1
590	YDR148C	chriv	-	753674	755066	753674	755066	1	753674,	755066,	KGD2
590	YDR156W	chriv	+	769524	769938	769524	769938	1	769524,	769938,	RPA14
590	YDR133C	chriv	-	720961	721297	720961	721297	1	720961,	721297,	YDR133C
590	YDR138W	chriv	+	730577	732836	730577	732836	1	730577,	732836,	HPR1
591	YDR169C	chriv	-	792347	793889	792347	793889	1	792347,	793889,	STB3
591	YDR201W	chriv	+	856316	856814	856316	856814	1	856316,	856814,	SPC19
591	YDR196C	chriv	-	850273	850999	850273	850999	1	850273,	850999,	CAB5
591	YDR180W	chriv	+	821294	825776	821294	825776	1	821294,	825776,	SCC2
591	YDR198C	chriv	-	852532	853972	852532	853972	1	852532,	853972,	RKM2
591	YDR186C	chriv	-	832858	835492	832858	835492	1	832858,	835492,	YDR186C
591	YDR173C	chriv	-	810564	811632	810564	811632	1	810564,	811632,	ARG82
591	YDR216W	chriv	+	895034	899006	895034	899006	1	895034,	899006,	ADR1
591	YDR226W	chriv	+	916485	917154	916485	917154	1	916485,	917154,	ADK1
591	YDR192C	chriv	-	843568	844861	843568	844861	1	843568,	844861,	NUP42
591	YDR177W	chriv	+	816877	817525	816877	817525	1	816877,	817525,	UBC1
591	YDR212W	chriv	+	887231	888911	887231	888911	1	887231,	888911,	TCP1
591	YDR223W	chriv	+	912098	913502	912098	913502	1	912098,	913502,	CRF1
591	YDR185C	chriv	-	831933	832473	831933	832473	1	831933,	832473,	UPS3
591	YDR170W-A	chriv	+	803194	804517	803194	804517	1	803194,	804517,	YDR170W-A_CDS
591	YDR204W	chriv	+	858136	859144	858136	859144	1	858136,	859144,	COQ4
591	YDR222W	chriv	+	910053	911301	910053	911301	1	910053,	911301,	YDR222W
591	YDR225W	chriv	+	915529	915928	915529	915928	1	915529,	915928,	HTA1
591	YDR210C-D	chriv	-	878658	883927	878658	883927	2	878658,882622,	882621,883927,	YDR210C-D_CDS
591	YDR172W	chriv	+	808323	810381	808323	810381	1	808323,	810381,	SUP35
591	YDR168W	chriv	+	790327	791848	790327	791848	1	790327,	791848,	CDC37
591	YDR179W-A	chriv	+	819432	820824	819432	820824	1	819432,	820824,	YDR179W-A
591	YDR207C	chriv	-	865011	867522	865011	867522	1	865011,	867522,	UME6
591	YDR217C	chriv	-	899550	903480	899550	903480	1	899550,	903480,	RAD9
591	YDR208W	chriv	+	868223	870563	868223	870563	1	868223,	870563,	MSS4
591	YDR188W	chriv	+	836420	838061	836420	838061	1	836420,	838061,	CCT6
591	YDR200C	chriv	-	854278	856093	854278	856093	1	854278,	856093,	VPS64
591	YDR209C	chriv	-	871035	871449	871035	871449	1	871035,	871449,	YDR209C
591	YDR178W	chriv	+	817949	818495	817949	818495	1	817949,	818495,	SDH4
591	YDR213W	chriv	+	889750	892492	889750	892492	1	889750,	892492,	UPC2
591	YDR181C	chriv	-	825909	827355	825909	827355	1	825909,	827355,	SAS4
591	YDR203W	chriv	+	857681	857999	857681	857999	1	857681,	857999,	YDR203W
591	YDR171W	chriv	+	806620	807748	806620	807748	1	806620,	807748,	HSP42
591	YDR182W-A	chriv	+	829150	829354	829150	829354	1	829150,	829354,	YDR182W-A
591	YDR221W	chriv	+	907329	909438	907329	909438	1	907329,	909438,	GTB1
591	YDR191W	chriv	+	842336	843449	842336	843449	1	842336,	843449,	HST4
591	YDR195W	chriv	+	848598	850200	848598	850200	1	848598,	850200,	REF2
591	YDR214W	chriv	+	892874	893927	892874	893927	1	892874,	893927,	AHA1
591	YDR218C	chriv	-	903780	905052	903780	905052	1	903780,	905052,	SPR28
591	YDR189W	chriv	+	838391	840392	838391	840392	1	838391,	840392,	SLY1
591	YDR182W	chriv	+	827581	829057	827581	829057	1	827581,	829057,	CDC1
591	YDR194C	chriv	-	845951	847946	845951	847946	1	845951,	847946,	MSS116
591	YDR194W-A	chriv	+	848070	848223	848070	848223	1	848070,	848223,	YDR194W-A
591	YDR175C	chriv	-	813192	814152	813192	814152	1	813192,	814152,	RSM24
591	YDR224C	chriv	-	914316	914712	914316	914712	1	914316,	914712,	HTB1
591	YDR219C	chriv	-	905454	906852	905454	906852	1	905454,	906852,	MFB1
591	YDR179C	chriv	-	818707	819196	818707	819196	1	818707,	819196,	CSN9
591	YDR167W	chriv	+	789448	790069	789448	790069	1	789448,	790069,	TAF10
591	YDR183C-A	chriv	-	830396	830654	830396	830654	1	830396,	830654,	YDR183C-A
591	YDR206W	chriv	+	862053	864708	862053	864708	1	862053,	864708,	EBS1
591	YDR210W	chriv	+	871073	871301	871073	871301	1	871073,	871301,	YDR210W
591	YDR220C	chriv	-	906999	907293	906999	907293	1	906999,	907293,	YDR220C
591	YDR199W	chriv	+	854174	854540	854174	854540	1	854174,	854540,	YDR199W
591	YDR170C	chriv	-	796192	802222	796192	802222	1	796192,	802222,	SEC7
591	YDR190C	chriv	-	840603	841995	840603	841995	1	840603,	841995,	RVB1
591	YDR176W	chriv	+	814451	816560	814451	816560	1	814451,	816560,	NGG1
591	YDR215C	chriv	-	894088	894502	894088	894502	1	894088,	894502,	YDR215C
591	YDR202C	chriv	-	856897	857953	856897	857953	1	856897,	857953,	RAV2
591	YDR187C	chriv	-	836227	836746	836227	836746	1	836227,	836746,	YDR187C
591	YDR197W	chriv	+	851227	852397	851227	852397	1	851227,	852397,	CBS2
591	YDR174W	chriv	+	812109	812850	812109	812850	1	812109,	812850,	HMO1
591	YDR169C-A	chriv	-	794573	794723	794573	794723	1	794573,	794723,	YDR169C-A
591	YDR184C	chriv	-	830628	831513	830628	831513	1	830628,	831513,	ATC1
591	YDR210W-A	chriv	+	872111	873428	872111	873428	1	872111,	873428,	YDR210W-A_CDS
591	YDR205W	chriv	+	859345	861520	859345	861520	1	859345,	861520,	MSC2
591	YDR210W-B	chriv	+	872111	877425	872111	877425	2	872111,873405,	873404,877425,	YDR210W-B_CDS
591	YDR211W	chriv	+	884726	886865	884726	886865	1	884726,	886865,	GCD6
591	YDR183W	chriv	+	829584	830277	829584	830277	1	829584,	830277,	PLP1
591	YDR193W	chriv	+	844553	844952	844553	844952	1	844553,	844952,	YDR193W
591	YDR210C-C	chriv	-	882604	883927	882604	883927	1	882604,	883927,	YDR210C-C_CDS
592	YDR261W-A	chriv	+	981461	982778	981461	982778	1	981461,	982778,	YDR261W-A_CDS
592	YDR261W-B	chriv	+	981461	986775	981461	986775	2	981461,982755,	982754,986775,	YDR261W-B_CDS
592	YDR291W	chriv	+	1039727	1042961	1039727	1042961	1	1039727,	1042961,	HRQ1
592	YDR259C	chriv	-	974630	975782	974630	975782	1	974630,	975782,	YAP6
592	YDR260C	chriv	-	976716	977229	976716	977229	1	976716,	977229,	SWM1
592	YDR254W	chriv	+	965112	966489	965112	966489	1	965112,	966489,	CHL4
592	YDR278C	chriv	-	1017000	1017318	1017000	1017318	1	1017000,	1017318,	YDR278C
592	YDR242W	chriv	+	946806	948456	946806	948456	1	946806,	948456,	AMD2
592	YDR286C	chriv	-	1035230	1035575	1035230	1035575	1	1035230,	1035575,	YDR286C
592	YDR273W	chriv	+	1010175	1011273	1010175	1011273	1	1010175,	1011273,	DON1
592	YDR230W	chriv	+	926222	926570	926222	926570	1	926222,	926570,	YDR230W
592	YDR290W	chriv	+	1039369	1039699	1039369	1039699	1	1039369,	1039699,	YDR290W
592	YDR249C	chriv	-	958680	959802	958680	959802	1	958680,	959802,	YDR249C
592	YDR264C	chriv	-	996028	998323	996028	998323	1	996028,	998323,	AKR1
592	YDR289C	chriv	-	1038279	1039509	1038279	1039509	1	1038279,	1039509,	RTT103
592	YDR234W	chriv	+	931128	933210	931128	933210	1	931128,	933210,	LYS4
592	YDR246W	chriv	+	954287	954947	954287	954947	1	954287,	954947,	TRS23
592	YDR274C	chriv	-	1011588	1011960	1011588	1011960	1	1011588,	1011960,	YDR274C
592	YDR229W	chriv	+	924784	926146	924784	926146	1	924784,	926146,	IVY1
592	YDR282C	chriv	-	1023510	1024755	1023510	1024755	1	1023510,	1024755,	YDR282C
592	YDR263C	chriv	-	994241	995534	994241	995534	1	994241,	995534,	DIN7
592	YDR268W	chriv	+	1004003	1005143	1004003	1005143	1	1004003,	1005143,	MSW1
592	YDR251W	chriv	+	960613	963106	960613	963106	1	960613,	963106,	PAM1
592	YDR245W	chriv	+	952799	953981	952799	953981	1	952799,	953981,	MNN10
592	YDR285W	chriv	+	1032435	1035063	1032435	1035063	1	1032435,	1035063,	ZIP1
592	YDR248C	chriv	-	957757	958339	957757	958339	1	957757,	958339,	YDR248C
592	YDR271C	chriv	-	1008394	1008766	1008394	1008766	1	1008394,	1008766,	YDR271C
592	YDR267C	chriv	-	1002509	1003502	1002509	1003502	1	1002509,	1003502,	CIA1
592	YDR279W	chriv	+	1019367	1020420	1019367	1020420	1	1019367,	1020420,	RNH202
592	YDR241W	chriv	+	945150	945438	945150	945438	1	945150,	945438,	BUD26
592	YDR281C	chriv	-	1022006	1022321	1022006	1022321	1	1022006,	1022321,	PHM6
592	YDR246W-A	chriv	+	955132	955333	955132	955333	1	955132,	955333,	YDR246W-A
592	YDR239C	chriv	-	941056	943420	941056	943420	1	941056,	943420,	YDR239C
592	YDR252W	chriv	+	963411	963861	963411	963861	1	963411,	963861,	BTT1
592	YDR288W	chriv	+	1037194	1038106	1037194	1038106	1	1037194,	1038106,	NSE3
592	YDR231C	chriv	-	926292	926910	926292	926910	1	926292,	926910,	COX20
592	YDR235W	chriv	+	933503	935138	933503	935138	1	933503,	935138,	PRP42
592	YDR275W	chriv	+	1012251	1012959	1012251	1012959	1	1012251,	1012959,	BSC2
592	YDR232W	chriv	+	927451	929098	927451	929098	1	927451,	929098,	HEM1
592	YDR228C	chriv	-	921925	923806	921925	923806	1	921925,	923806,	PCF11
592	YDR269C	chriv	-	1005664	1005988	1005664	1005988	1	1005664,	1005988,	YDR269C
592	YDR255C	chriv	-	966556	967822	966556	967822	1	966556,	967822,	RMD5
592	YDR270W	chriv	+	1005674	1008689	1005674	1008689	1	1005674,	1008689,	CCC2
592	YDR262W	chriv	+	993133	993952	993133	993952	1	993133,	993952,	YDR262W
592	YDR236C	chriv	-	935235	935892	935235	935892	1	935235,	935892,	FMN1
592	YDR276C	chriv	-	1013475	1013643	1013475	1013643	1	1013475,	1013643,	PMP3
592	YDR256C	chriv	-	968132	969680	968132	969680	1	968132,	969680,	CTA1
592	YDR284C	chriv	-	1030549	1031419	1030549	1031419	1	1030549,	1031419,	DPP1
592	YDR292C	chriv	-	1043145	1045011	1043145	1045011	1	1043145,	1045011,	SRP101
592	YDR258C	chriv	-	971807	974243	971807	974243	1	971807,	974243,	HSP78
592	YDR261C	chriv	-	977520	979209	977520	979209	1	977520,	979209,	EXG2
592	YDR266C	chriv	-	1000103	1002023	1000103	1002023	1	1000103,	1002023,	HEL2
592	YDR287W	chriv	+	1035994	1036873	1035994	1036873	1	1035994,	1036873,	INM2
592	YDR272W	chriv	+	1009009	1009834	1009009	1009834	1	1009009,	1009834,	GLO2
592	YDR244W	chriv	+	950562	952401	950562	952401	1	950562,	952401,	PEX5
592	YDR233C	chriv	-	929469	930357	929469	930357	1	929469,	930357,	RTN1
592	YDR280W	chriv	+	1020746	1021664	1020746	1021664	1	1020746,	1021664,	RRP45
592	YDR265W	chriv	+	998863	999877	998863	999877	1	998863,	999877,	PEX10
592	YDR238C	chriv	-	937894	940816	937894	940816	1	937894,	940816,	SEC26
592	YDR243C	chriv	-	948517	950284	948517	950284	1	948517,	950284,	PRP28
592	YDR253C	chriv	-	963989	964565	963989	964565	1	963989,	964565,	MET32
592	YDR283C	chriv	-	1025069	1030049	1025069	1030049	1	1025069,	1030049,	GCN2
592	YDR227W	chriv	+	917570	921647	917570	921647	1	917570,	921647,	SIR4
592	YDR240C	chriv	-	943673	945152	943673	945152	1	943673,	945152,	SNU56
592	YDR250C	chriv	-	960085	960361	960085	960361	1	960085,	960361,	YDR250C
592	YDR261C-D	chriv	-	987533	992349	987533	992349	2	987533,991044,	991043,992349,	YDR261C-D_CDS
592	YDR261C-C	chriv	-	991026	992349	991026	992349	1	991026,	992349,	YDR261C-C_CDS
592	YDR237W	chriv	+	936614	937493	936614	937493	1	936614,	937493,	MRPL7
592	YDR247W	chriv	+	956012	957398	956012	957398	1	956012,	957398,	VHS1
592	YDR277C	chriv	-	1014400	1015702	1014400	1015702	1	1014400,	1015702,	MTH1
592	YDR257C	chriv	-	969989	971474	969989	971474	1	969989,	971474,	RKM4
593	YDR305C	chriv	-	1072745	1073488	1072745	1073488	2	1072745,1073401,	1073312,1073488,	HNT2
593	YDR316W-B	chriv	+	1096063	1101332	1096063	1101332	2	1096063,1097369,	1097368,1101332,	YDR316W-B_CDS
593	YDR322W	chriv	+	1110588	1111692	1110588	1111692	1	1110588,	1111692,	MRPL35
593	YDR299W	chriv	+	1059626	1061231	1059626	1061231	1	1059626,	1061231,	BFR2
593	YDR316W	chriv	+	1093762	1095178	1093762	1095178	1	1093762,	1095178,	OMS1
593	YDR346C	chriv	-	1167213	1168659	1167213	1168659	1	1167213,	1168659,	SVF1
593	YDR320C-A	chriv	-	1108279	1108498	1108279	1108498	1	1108279,	1108498,	DAD4
593	YDR306C	chriv	-	1073734	1075171	1073734	1075171	1	1073734,	1075171,	YDR306C
593	YDR315C	chriv	-	1092740	1093586	1092740	1093586	1	1092740,	1093586,	IPK1
593	YDR326C	chriv	-	1120608	1124925	1120608	1124925	1	1120608,	1124925,	YSP2
593	YDR295C	chriv	-	1052622	1054647	1052622	1054647	1	1052622,	1054647,	HDA2
593	YDR328C	chriv	-	1125433	1126018	1125433	1126018	1	1125433,	1126018,	SKP1
593	YDR296W	chriv	+	1055211	1055892	1055211	1055892	1	1055211,	1055892,	MHR1
593	YDR311W	chriv	+	1085064	1086993	1085064	1086993	1	1085064,	1086993,	TFB1
593	YDR333C	chriv	-	1133259	1135431	1133259	1135431	1	1133259,	1135431,	RQC1
593	YDR323C	chriv	-	1112479	1114027	1112479	1114027	1	1112479,	1114027,	PEP7
593	YDR322C-A	chriv	-	1112002	1112293	1112002	1112293	1	1112002,	1112293,	TIM11
593	YDR302W	chriv	+	1067730	1068390	1067730	1068390	1	1067730,	1068390,	GPI11
593	YDR334W	chriv	+	1135931	1140476	1135931	1140476	1	1135931,	1140476,	SWR1
593	YDR316W-A	chriv	+	1096063	1097386	1096063	1097386	1	1096063,	1097386,	YDR316W-A_CDS
